id,S_ime,W_time,R_time,Processors,type,Max_resource,Min_resource
97429,20333414,1,113,32,1,32,32
97430,20333539,1,9657,32,1,32,32
97431,20334580,64,3737,32,1,32,32
97432,20334778,63,3793,128,1,128,128
97433,20335459,2,11595,512,1,512,512
97434,20336066,4,30,32,1,32,32
97435,20336141,1,25,32,1,32,32
97436,20338318,65,3622,32,1,32,32
97437,20338392,0,60,32,1,32,32
97438,20338571,64,3016,128,1,128,128
97439,20340879,6367,441,256,1,256,256
97440,20341587,2,2570,128,1,128,128
97441,20341942,64,3547,32,1,32,32
97442,20343133,65,9699,32,1,32,32
97443,20343269,0,60,32,1,32,32
97444,20344094,2,4250,128,1,128,128
97445,20345491,63,3492,32,1,32,32
97446,20346728,13447,22534,128,1,128,128
97447,20347251,86318,3495,512,1,512,512
97448,20347580,2,538,32,1,32,32
97449,20348046,1,3764,64,1,64,64
97450,20348281,42112,3422,128,1,128,128
97451,20348981,66,3454,32,1,32,32
97452,20349057,0,59,32,1,32,32
97453,20349575,40885,55,512,1,512,512
97454,20352438,65,3572,32,1,32,32
97455,20352512,0,59,32,1,32,32
97456,20352865,43,9580,32,1,32,32
97457,20352896,2,135,32,1,32,32
97458,20352920,1,80,64,1,64,64
97459,20352982,20,64,256,1,256,256
97460,20353332,3,131,32,1,32,32
97461,20353353,1,63,256,1,256,256
97462,20353432,37084,65,512,1,512,512
97463,20353508,37074,5522,512,1,512,512
97464,20353518,29193,69,128,1,128,128
97465,20353803,2,1542,64,1,64,64
97466,20355156,1,4464,64,1,64,64
97467,20356013,63,3447,32,1,32,32
97468,20359460,64,3568,32,1,32,32
97469,20359533,0,24,32,1,32,32
97470,20359556,2,4293,64,1,64,64
97471,20362425,64,9810,32,1,32,32
97472,20363029,64,3755,32,1,32,32
97473,20363103,0,61,32,1,32,32
97474,20363786,1,4321,64,1,64,64
97475,20366784,65,3766,32,1,32,32
97476,20366859,0,61,32,1,32,32
97477,20368042,1,4348,64,1,64,64
97478,20370553,63,3503,32,1,32,32
97479,20372237,63,10112,32,1,32,32
97480,20372323,1,4285,64,1,64,64
97481,20374057,64,3532,32,1,32,32
97482,20376542,2,4445,64,1,64,64
97483,20377591,63,3808,32,1,32,32
97484,20380970,4,4282,64,1,64,64
97485,20380989,0,50,64,1,64,64
97486,20381397,66,3646,32,1,32,32
97487,20382349,65,10399,32,1,32,32
97488,20385046,64,3573,32,1,32,32
97489,20385190,2,4301,64,1,64,64
97490,20388621,63,4196,32,1,32,32
97491,20389428,1,4597,64,1,64,64
97492,20390331,139,93,128,1,128,128
97493,20390565,1,75,64,1,64,64
97494,20390642,6,72,32,1,32,32
97495,20392122,4,8934,128,1,128,128
97496,20392788,151,9922,32,1,32,32
97497,20392812,3,3548,32,1,32,32
97498,20392880,0,59,32,1,32,32
97499,20393753,63,4354,128,1,128,128
97500,20393959,2,4377,64,1,64,64
97501,20394720,1,65,256,1,256,256
97502,20394771,1,255,128,1,128,128
97503,20395210,1,584,128,1,128,128
97504,20395712,84,257,128,1,128,128
97505,20396029,77,64,512,1,512,512
97506,20396114,2057,1820,128,1,128,128
97507,20396179,2002,10381,128,1,128,128
97508,20396300,64,3844,32,1,32,32
97509,20396657,2,63,512,1,512,512
97510,20396778,1,65,256,1,256,256
97511,20396882,1,304,128,1,128,128
97512,20397451,1,63,512,1,512,512
97513,20397576,762,1786,128,1,128,128
97514,20397661,8,60,512,1,512,512
97515,20398108,2953,1828,128,1,128,128
97516,20398270,3,4733,64,1,64,64
97517,20400144,65,3879,32,1,32,32
97518,20400219,0,59,32,1,32,32
97519,20402799,63,6829,32,1,32,32
97520,20402941,2,4460,64,1,64,64
97521,20403485,3,13742,512,1,512,512
97522,20403548,1,7738,128,1,128,128
97523,20404035,54,3500,32,1,32,32
97524,20404149,1,2035,128,1,128,128
97525,20406429,1,4857,128,1,128,128
97526,20407337,1,4822,64,1,64,64
97527,20407525,65,1982,32,1,32,32
97528,20409691,2,200,32,1,32,32
97529,20409711,1,97,32,1,32,32
97530,20409777,0,391,32,1,32,32
97531,20409945,2,3788,32,1,32,32
97532,20410243,2,11094,32,1,32,32
97533,20411274,14,4003,128,1,128,128
97534,20411775,2,8351,128,1,128,128
97535,20412034,1,4347,64,1,64,64
97536,20413450,1,1723,32,1,32,32
97537,20413672,65,4410,32,1,32,32
97538,20415226,66,8284,128,1,128,128
97539,20416371,4,4901,64,1,64,64
97540,20416724,2,11435,256,1,256,256
97541,20416910,3219,15548,128,1,128,128
97542,20417937,2202,12033,128,1,128,128
97543,20418084,64,3562,32,1,32,32
97544,20419131,2,98,128,1,128,128
97545,20419233,2,69,64,1,64,64
97546,20419306,1,51,32,1,32,32
97547,20421160,1,4949,64,1,64,64
97548,20421275,66,10787,32,1,32,32
97549,20421649,62,3537,32,1,32,32
97550,20423514,63,5435,128,1,128,128
97551,20423974,2,146,64,1,64,64
97552,20425185,64,3752,32,1,32,32
97553,20425299,3,112,64,1,64,64
97554,20426044,2,6019,64,1,64,64
97555,20426578,10487,4205,512,1,512,512
97556,20426601,4,1795,512,1,512,512
97557,20426609,16686,28730,256,1,256,256
97558,20427207,1,167,64,1,64,64
97559,20428183,19,142,64,1,64,64
97560,20428394,9,7121,256,1,256,256
97561,20428685,7,158,64,1,64,64
97562,20428933,69,3812,32,1,32,32
97563,20429020,1,5892,128,1,128,128
97564,20429496,2,141,64,1,64,64
97565,20429935,11,207,64,1,64,64
97566,20429960,5718,5563,128,1,128,128
97567,20430055,2,1180,64,1,64,64
97568,20430297,1,34,64,1,64,64
97569,20430542,1,37,64,1,64,64
97570,20431059,3,39,64,1,64,64
97571,20431663,4,456,32,1,32,32
97572,20431674,5,37,64,1,64,64
97573,20431812,3,1243,64,1,64,64
97574,20432119,10,9157,32,1,32,32
97575,20432809,7,3691,32,1,32,32
97576,20434652,2,3191,64,1,64,64
97577,20434851,41954,4004,128,1,128,128
97578,20435522,4,2730,256,1,256,256
97579,20436502,6,4350,32,1,32,32
97580,20436885,6,1146,32,1,32,32
97581,20437117,1,27,32,1,32,32
97582,20437151,1,66,64,1,64,64
97583,20437297,1,139,64,1,64,64
97584,20439225,1,63,64,1,64,64
97585,20439780,3505,22423,128,1,128,128
97586,20440797,62,427,32,1,32,32
97587,20443890,1,64,512,1,512,512
97588,20443993,3,60,512,1,512,512
97589,20446795,1,21,64,1,64,64
97590,20447008,1,17,64,1,64,64
97591,20447374,2,21,64,1,64,64
97592,20447495,2,84,64,1,64,64
97593,20447661,2,84,64,1,64,64
97594,20448056,1,89,64,1,64,64
97595,20448539,2,88,64,1,64,64
97596,20449249,1,89,64,1,64,64
97597,20449944,2,87,64,1,64,64
97598,20450406,1,87,64,1,64,64
97599,20450886,2,87,64,1,64,64
97600,20451163,2,84,64,1,64,64
97601,20452431,2,7760,512,1,512,512
97602,20453226,18800,11343,256,1,256,256
97603,20458993,1221,2902,512,1,512,512
97604,20463114,4,4332,512,1,512,512
97605,20467446,6,5481,512,1,512,512
97606,20476504,311,7196,128,1,128,128
97607,20476731,242,99,128,1,128,128
97608,20477073,1,57,64,1,64,64
97609,20477132,2,38,32,1,32,32
97610,20477173,1,48,32,1,32,32
97611,20477223,2,500,128,1,128,128
97612,20477726,2,277,64,1,64,64
97613,20478006,1,274,32,1,32,32
97614,20478283,1,305,32,1,32,32
97615,20479376,1434,8724,128,1,128,128
97616,20480746,3267,4820,128,1,128,128
97617,20481110,2911,9942,128,1,128,128
97618,20482576,2,2327,32,1,32,32
97619,20483458,1,4610,64,1,64,64
97620,20484488,3,2879,512,1,512,512
97621,20485171,3,1609,32,1,32,32
97622,20485297,4,6632,256,1,256,256
97623,20486699,692,73,512,1,512,512
97624,20487504,1,131,512,1,512,512
97625,20487683,3,61,512,1,512,512
97626,20487719,29,1295,512,1,512,512
97627,20488060,2,21,32,1,32,32
97628,20488502,331,6591,128,1,128,128
97629,20488628,2,22,32,1,32,32
97630,20488770,6655,8115,128,1,128,128
97631,20489026,18,63,512,1,512,512
97632,20489629,2,73,512,1,512,512
97633,20489688,2,23,32,1,32,32
97634,20489693,12,61,512,1,512,512
97635,20489877,2,7382,512,1,512,512
97636,20490390,2,22,32,1,32,32
97637,20490640,3258,8758,128,1,128,128
97638,20490643,1,79,32,1,32,32
97639,20491016,2,21,32,1,32,32
97640,20491777,2,20,32,1,32,32
97641,20491931,4,6679,256,1,256,256
97642,20492861,2,29,32,1,32,32
97643,20493512,4,21,32,1,32,32
97644,20494612,2,1528,32,1,32,32
97645,20494692,1,13,32,1,32,32
97646,20495224,2,31,32,1,32,32
97647,20495407,3,33,64,1,64,64
97648,20495809,2,3759,32,1,32,32
97649,20497012,3,105,64,1,64,64
97650,20497145,3,4235,64,1,64,64
97651,20497249,13,805,512,1,512,512
97652,20498037,31,672,512,1,512,512
97653,20498155,1,83,128,1,128,128
97654,20498478,1,11916,128,1,128,128
97655,20498483,1,57,64,1,64,64
97656,20498612,4,6935,256,1,256,256
97657,20498668,2,98,64,1,64,64
97658,20498687,8452,32,256,1,256,256
97659,20498726,15,35,512,1,512,512
97660,20498852,2,189,512,1,512,512
97661,20499145,2,66,64,1,64,64
97662,20499960,2,2215,32,1,32,32
97663,20501072,3,47,512,1,512,512
97664,20501427,3,4117,64,1,64,64
97665,20501573,2,35,32,1,32,32
97666,20502195,2,91,32,1,32,32
97667,20502587,1,152,512,1,512,512
97668,20502746,2807,1585,256,1,256,256
97669,20502804,2,26,32,1,32,32
97670,20503257,2,90,32,1,32,32
97671,20503284,20431,15205,128,1,128,128
97672,20503488,53,5263,128,1,128,128
97673,20503538,13,18,32,1,32,32
97674,20503765,2,3518,32,1,32,32
97675,20504105,2,26,512,1,512,512
97676,20504242,2,1166,512,1,512,512
97677,20504374,1,783,128,1,128,128
97678,20505072,1,7148,64,1,64,64
97679,20505156,3,9643,128,1,128,128
97680,20505271,2,177,32,1,32,32
97681,20505436,2,2220,32,1,32,32
97682,20505530,3275,83,128,1,128,128
97683,20505549,13,483,512,1,512,512
97684,20505599,9,6687,64,1,64,64
97685,20508763,2,39,256,1,256,256
97686,20508774,1622,3826,128,1,128,128
97687,20508890,1,83,64,1,64,64
97688,20508975,2,38,32,1,32,32
97689,20509017,1,54,32,1,32,32
97690,20509073,1,344,128,1,128,128
97691,20509420,1,368,64,1,64,64
97692,20509467,1,1779,64,1,64,64
97693,20509740,2,3794,32,1,32,32
97694,20509790,1,331,32,1,32,32
97695,20510124,1,249,32,1,32,32
97696,20510940,2,14484,256,1,256,256
97697,20511013,27909,22618,128,1,128,128
97698,20511066,1,15414,512,1,512,512
97699,20512172,2,4376,64,1,64,64
97700,20512332,7675,10653,32,1,32,32
97701,20513467,2,3740,32,1,32,32
97702,20513536,0,60,32,1,32,32
97703,20514160,63,2601,128,1,128,128
97704,20516482,3,4200,64,1,64,64
97705,20516760,1,2621,128,1,128,128
97706,20517202,2,3771,32,1,32,32
97707,20519317,1,4396,128,1,128,128
97708,20520675,2,5318,64,1,64,64
97709,20520912,65,3896,32,1,32,32
97710,20522808,2,6301,64,1,64,64
97711,20523653,39540,3103,128,1,128,128
97712,20524810,64,3487,32,1,32,32
97713,20524883,0,60,32,1,32,32
97714,20525424,4,11099,256,1,256,256
97715,20525929,2,5565,64,1,64,64
97716,20526629,2,6976,512,1,512,512
97717,20528356,6,3530,32,1,32,32
97718,20530435,78193,12503,128,1,128,128
97719,20530596,65,11372,32,1,32,32
97720,20530731,0,59,32,1,32,32
97721,20531139,1,6384,64,1,64,64
97722,20531431,1,6617,64,1,64,64
97723,20531828,65,4004,32,1,32,32
97724,20533589,19,14665,512,1,512,512
97725,20535834,65,4037,32,1,32,32
97726,20536522,7,8130,256,1,256,256
97727,20537984,1,4258,64,1,64,64
97728,20539872,64,3882,32,1,32,32
97729,20541968,66,11274,32,1,32,32
97730,20542104,0,59,32,1,32,32
97731,20542178,1,4394,64,1,64,64
97732,20543755,64,3492,32,1,32,32
97733,20543830,0,58,32,1,32,32
97734,20543888,0,60,256,1,256,256
97735,20546504,3,4291,64,1,64,64
97736,20547248,65,3611,32,1,32,32
97737,20547322,0,59,32,1,32,32
97738,20550792,2,4300,64,1,64,64
97739,20550863,62,3446,32,1,32,32
97740,20553244,53147,11291,32,1,32,32
97741,20554307,1,3450,32,1,32,32
97742,20555088,2,4263,64,1,64,64
97743,20557694,2,3439,32,1,32,32
97744,20559288,1,4338,64,1,64,64
97745,20560170,1,59,64,1,64,64
97746,20560297,1,36,512,1,512,512
97747,20560578,2,30,256,1,256,256
97748,20560619,922,31,128,1,128,128
97749,20560758,1,35,512,1,512,512
97750,20560876,1,40,64,1,64,64
97751,20561071,1,3576,32,1,32,32
97752,20561135,0,60,32,1,32,32
97753,20561595,59537,9616,128,1,128,128
97754,20563131,73,151,128,1,128,128
97755,20563356,3,63,64,1,64,64
97756,20563423,2,49,32,1,32,32
97757,20563475,2,56,32,1,32,32
97758,20563535,1,420,128,1,128,128
97759,20563620,3,4661,64,1,64,64
97760,20563958,1,328,64,1,64,64
97761,20564289,1,348,32,1,32,32
97762,20564639,2,4167,32,1,32,32
97763,20564644,1,407,32,1,32,32
97764,20565597,5,108,512,1,512,512
97765,20565688,23,10170,512,1,512,512
97766,20565722,10161,9212,512,1,512,512
97767,20565735,1,73,32,1,32,32
97768,20565858,4,114,64,1,64,64
97769,20566229,1,2683,128,1,128,128
97770,20566543,18613,65,512,1,512,512
97771,20567781,2,9,32,1,32,32
97772,20568093,2,8,32,1,32,32
97773,20568222,1,4602,64,1,64,64
97774,20568283,3,11445,256,1,256,256
97775,20568613,16484,58,512,1,512,512
97776,20568777,2,1646,128,1,128,128
97777,20568799,3,3578,32,1,32,32
97778,20568851,63,2886,128,1,128,128
97779,20569285,1141,4162,128,1,128,128
97780,20569673,1,114,64,1,64,64
97781,20570364,2,403,32,1,32,32
97782,20570443,2,506,32,1,32,32
97783,20570679,1,1031,64,1,64,64
97784,20570704,2,15,32,1,32,32
97785,20570840,2,169,32,1,32,32
97786,20570857,2,9,32,1,32,32
97787,20571018,3,63,32,1,32,32
97788,20571114,2,8,32,1,32,32
97789,20571157,1,320,32,1,32,32
97790,20571252,2,9,32,1,32,32
97791,20571329,1,118,64,1,64,64
97792,20571738,63,4005,128,1,128,128
97793,20572055,4,12,32,1,32,32
97794,20572312,2,3889,32,1,32,32
97795,20572380,0,58,32,1,32,32
97796,20572649,7084,7797,256,1,256,256
97797,20572760,1,5633,64,1,64,64
97798,20572926,57823,15304,128,1,128,128
97799,20573626,7,9,32,1,32,32
97800,20573710,32848,21595,512,1,512,512
97801,20573731,2,6,32,1,32,32
97802,20573928,4,753,32,1,32,32
97803,20574203,2,1762,32,1,32,32
97804,20574585,4,5702,128,1,128,128
97805,20574944,9,1345,64,1,64,64
97806,20575239,2,28,32,1,32,32
97807,20575350,2,1235,32,1,32,32
97808,20575366,1,1042,32,1,32,32
97809,20575604,204,1394,128,1,128,128
97810,20575733,220,4404,128,1,128,128
97811,20575850,1,482,32,1,32,32
97812,20576064,3,919,32,1,32,32
97813,20576084,1,441,32,1,32,32
97814,20576174,2,5782,32,1,32,32
97815,20576414,2,600,32,1,32,32
97816,20576694,2,15,64,1,64,64
97817,20576732,2,146,64,1,64,64
97818,20576747,1,84,32,1,32,32
97819,20576834,1,25367,64,1,64,64
97820,20576859,3,7878,32,1,32,32
97821,20576972,2,365,32,1,32,32
97822,20577417,3,34,32,1,32,32
97823,20577439,3,15,32,1,32,32
97824,20577760,3,10,32,1,32,32
97825,20578104,2,288,32,1,32,32
97826,20578123,2,141,32,1,32,32
97827,20578157,2,2268,32,1,32,32
97828,20578216,5,15,32,1,32,32
97829,20578476,2,29,32,1,32,32
97830,20578612,2,437,32,1,32,32
97831,20578623,2,3881,32,1,32,32
97832,20578747,2,55,32,1,32,32
97833,20578763,2,899,32,1,32,32
97834,20578844,4,549,32,1,32,32
97835,20578890,12,44,32,1,32,32
97836,20578932,1,513,32,1,32,32
97837,20579255,3,10,32,1,32,32
97838,20579384,3,669,32,1,32,32
97839,20579482,2,403,64,1,64,64
97840,20579488,1,132,64,1,64,64
97841,20579718,4,15,32,1,32,32
97842,20580102,2,261,32,1,32,32
97843,20580139,3,9136,64,1,64,64
97844,20580212,5,15,32,1,32,32
97845,20580290,2,5041,128,1,128,128
97846,20580403,3,10,32,1,32,32
97847,20580587,14,10427,128,1,128,128
97848,20580713,3,158,32,1,32,32
97849,20580915,4,11880,128,1,128,128
97850,20580930,2,1452,32,1,32,32
97851,20581158,4,34,32,1,32,32
97852,20581177,10,131,32,1,32,32
97853,20581368,17,10,32,1,32,32
97854,20581412,4,97,32,1,32,32
97855,20581485,7,58,32,1,32,32
97856,20581643,10,62,32,1,32,32
97857,20581955,5,214,64,1,64,64
97858,20581972,5,4997,32,1,32,32
97859,20582146,21,119,32,1,32,32
97860,20582429,3,13,32,1,32,32
97861,20582439,4,83,32,1,32,32
97862,20582564,3,6435,32,1,32,32
97863,20582851,2484,682,128,1,128,128
97864,20583388,6,56,32,1,32,32
97865,20583451,4,13,32,1,32,32
97866,20583610,6,55,32,1,32,32
97867,20583654,3878,3381,256,1,256,256
97868,20583772,8,258,32,1,32,32
97869,20583824,3,613,32,1,32,32
97870,20583923,4,145,32,1,32,32
97871,20584185,195409,47,128,1,128,128
97872,20584450,16,9,32,1,32,32
97873,20584481,3,1192,32,1,32,32
97874,20584608,4,7788,64,1,64,64
97875,20584635,4,60,32,1,32,32
97876,20585172,4,534,32,1,32,32
97877,20585271,754,243,128,1,128,128
97878,20585453,8,26,32,1,32,32
97879,20585551,2,14524,512,1,512,512
97880,20585580,11,360,32,1,32,32
97881,20585621,4,698,32,1,32,32
97882,20586079,4,122,32,1,32,32
97883,20586250,24,1686,128,1,128,128
97884,20586580,1386,4403,128,1,128,128
97885,20586639,3,144,32,1,32,32
97886,20586928,4,652,32,1,32,32
97887,20586938,16,5094,32,1,32,32
97888,20586990,5381,427,128,1,128,128
97889,20587182,8,54,32,1,32,32
97890,20587375,3,52,32,1,32,32
97891,20587414,11,181,32,1,32,32
97892,20587902,70,240,32,1,32,32
97893,20587944,40,9,32,1,32,32
97894,20588103,9,888,32,1,32,32
97896,20588738,7,1153,32,1,32,32
97897,20588800,16,307,32,1,32,32
97899,20589141,6,776,32,1,32,32
97903,20590242,6,2641,32,1,32,32
97904,20590376,0,48,32,1,32,32
97905,20590376,0,79,32,1,32,32
97907,20590450,7,25,32,1,32,32
97908,20590575,5,11990,32,1,32,32
97909,20590586,3,12,32,1,32,32
97910,20590673,0,66,32,1,32,32
97912,20590921,6,15,32,1,32,32
97913,20590929,3,409,32,1,32,32
97914,20590975,8,2417,32,1,32,32
97915,20591029,5,1596,32,1,32,32
97916,20591094,69,174,32,1,32,32
97918,20591175,0,470,32,1,32,32
97919,20591485,0,83,32,1,32,32
97920,20591491,5,16,32,1,32,32
97922,20591799,6,296,32,1,32,32
97923,20591931,3,112,128,1,128,128
97925,20592023,4,8244,32,1,32,32
97926,20592045,0,21,32,1,32,32
97927,20592049,4,106,64,1,64,64
97928,20592147,5,11,32,1,32,32
97929,20592150,0,86,32,1,32,32
97930,20592164,3,69,32,1,32,32
97931,20592238,4,274,32,1,32,32
97932,20592296,504,4025,128,1,128,128
97934,20592398,0,25,128,1,128,128
97935,20592518,1,649,128,1,128,128
97936,20592630,0,70,32,1,32,32
97938,20592763,2,1692,32,1,32,32
97939,20592853,7,4183,32,1,32,32
97940,20592864,1,402,128,1,128,128
97941,20593154,114,988,128,1,128,128
97942,20593173,2,451,64,1,64,64
97943,20593209,1049,11327,128,1,128,128
97944,20593215,3,46,32,1,32,32
97945,20593229,99658,22502,512,1,512,512
97947,20593282,3,3070,64,1,64,64
97948,20593382,1,1163,64,1,64,64
97949,20593541,0,344,32,1,32,32
97950,20593630,2,739,32,1,32,32
97951,20593885,0,60,32,1,32,32
97953,20594374,5,726,32,1,32,32
97954,20594410,2,13,32,1,32,32
97955,20594518,0,98,32,1,32,32
97957,20594690,4,14,32,1,32,32
97958,20594696,1,1605,64,1,64,64
97959,20594798,2,432,32,1,32,32
97960,20594799,0,71,32,1,32,32
97961,20594799,0,71,32,1,32,32
97962,20594993,4,392,32,1,32,32
97964,20595060,3,13649,256,1,256,256
97965,20595278,3,195,32,1,32,32
97967,20595449,0,66,32,1,32,32
97968,20595514,3,415,32,1,32,32
97969,20595741,0,177,32,1,32,32
97970,20595742,0,175,32,1,32,32
97972,20595995,5,16,32,1,32,32
97974,20596387,3,1364,32,1,32,32
97975,20596400,2,289,32,1,32,32
97976,20596574,5,873,32,1,32,32
97977,20596668,0,81,32,1,32,32
97979,20596899,2,409,32,1,32,32
97980,20596906,4,3166,32,1,32,32
97981,20596931,2,2766,128,1,128,128
97982,20597096,2,4529,128,1,128,128
97984,20597450,3,3981,32,1,32,32
97985,20597460,2,118,32,1,32,32
97986,20597563,2,387,64,1,64,64
97987,20597747,10967,3485,256,1,256,256
97988,20597786,3,38,32,1,32,32
97990,20597992,2,21,32,1,32,32
97991,20598039,0,54,32,1,32,32
97992,20598083,12,8591,64,1,64,64
97993,20598128,0,62,32,1,32,32
97994,20598222,0,20,32,1,32,32
97995,20598241,3,42,32,1,32,32
97997,20598276,3,545,32,1,32,32
97998,20598345,0,48,32,1,32,32
97999,20598346,5,1488,32,1,32,32
98000,20598587,0,21,32,1,32,32
98001,20598587,0,64,32,1,32,32
98002,20598604,6,41,32,1,32,32
98003,20598667,2,5180,32,1,32,32
98004,20598668,0,172,32,1,32,32
98005,20598680,0,143,32,1,32,32
98007,20598778,3,878,64,1,64,64
98008,20599002,1,166,32,1,32,32
98009,20599013,0,257,32,1,32,32
98010,20599013,0,317,64,1,64,64
98011,20599196,4,177,32,1,32,32
98013,20599435,0,223,128,1,128,128
98014,20599454,0,170,32,1,32,32
98015,20599748,0,40,128,1,128,128
98016,20599748,0,148,32,1,32,32
98018,20599894,0,177,32,1,32,32
98019,20599949,0,63,128,1,128,128
98020,20600069,0,132,128,1,128,128
98021,20600070,0,131,32,1,32,32
98022,20600202,2,4742,32,1,32,32
98023,20600209,0,142,32,1,32,32
98024,20600268,0,24,128,1,128,128
98026,20600280,2,723,32,1,32,32
98027,20600411,0,63,128,1,128,128
98028,20600412,0,122,32,1,32,32
98029,20600531,0,60,128,1,128,128
98030,20600532,0,120,32,1,32,32
98031,20600652,0,60,128,1,128,128
98032,20600652,0,121,32,1,32,32
98034,20600773,0,59,128,1,128,128
98035,20600773,0,136,32,1,32,32
98036,20600896,0,113,32,1,32,32
98037,20601006,4,6384,64,1,64,64
98039,20601023,0,154,32,1,32,32
98040,20601082,0,35,128,1,128,128
98041,20601177,0,123,32,1,32,32
98042,20601177,0,123,128,1,128,128
98043,20601356,0,68,32,1,32,32
98045,20601434,0,264,32,1,32,32
98046,20601441,0,186,128,1,128,128
98047,20601563,65,6999,128,1,128,128
98048,20601697,0,62,128,1,128,128
98049,20601697,0,121,32,1,32,32
98051,20601818,0,62,128,1,128,128
98052,20601818,0,119,32,1,32,32
98053,20601937,0,130,32,1,32,32
98054,20602066,0,135,32,1,32,32
98056,20602117,0,63,128,1,128,128
98057,20602259,0,52,128,1,128,128
98058,20602262,0,61,32,1,32,32
98059,20602365,4,4168,512,1,512,512
98060,20602368,0,71,128,1,128,128
98061,20602368,0,158,32,1,32,32
98063,20602526,0,88,32,1,32,32
98064,20602614,0,56,128,1,128,128
98065,20602614,0,167,32,1,32,32
98066,20602780,0,22,128,1,128,128
98067,20602781,0,140,32,1,32,32
98069,20602921,0,60,128,1,128,128
98070,20602921,0,111,32,1,32,32
98071,20603032,0,58,128,1,128,128
98072,20603032,0,119,32,1,32,32
98073,20603150,0,62,128,1,128,128
98074,20603150,0,183,32,1,32,32
98076,20603332,0,58,128,1,128,128
98077,20603332,0,120,32,1,32,32
98078,20603451,0,60,128,1,128,128
98079,20603452,0,89,32,1,32,32
98081,20603541,0,181,32,1,32,32
98082,20603721,0,23,128,1,128,128
98083,20603721,0,127,32,1,32,32
98084,20603773,2,557,32,1,32,32
98085,20603844,0,67,128,1,128,128
98086,20603847,0,126,32,1,32,32
98088,20603971,0,59,128,1,128,128
98089,20603973,0,117,32,1,32,32
98090,20604089,0,61,128,1,128,128
98091,20604089,0,121,32,1,32,32
98092,20604210,0,106,128,1,128,128
98093,20604210,0,139,32,1,32,32
98095,20604336,2,15631,64,1,64,64
98096,20604349,0,117,32,1,32,32
98097,20604527,0,44,128,1,128,128
98098,20604527,0,121,32,1,32,32
98100,20604647,0,60,128,1,128,128
98101,20604648,0,119,32,1,32,32
98102,20604767,0,59,128,1,128,128
98103,20604767,0,112,32,1,32,32
98104,20604877,4,8089,32,1,32,32
98106,20604886,0,240,32,1,32,32
98107,20604945,0,62,128,1,128,128
98108,20605125,0,55,128,1,128,128
98109,20605126,0,166,32,1,32,32
98110,20605291,0,64,128,1,128,128
98111,20605292,0,239,32,1,32,32
98113,20605530,0,55,128,1,128,128
98114,20605531,0,138,32,1,32,32
98115,20605668,0,123,128,1,128,128
98116,20605669,0,182,32,1,32,32
98117,20605851,0,240,32,1,32,32
98118,20605910,0,63,128,1,128,128
98120,20606090,0,60,128,1,128,128
98121,20606090,0,182,32,1,32,32
98122,20606272,0,62,128,1,128,128
98123,20606272,0,164,32,1,32,32
98124,20606435,0,92,128,1,128,128
98125,20606436,0,193,32,1,32,32
98127,20606629,0,79,128,1,128,128
98128,20606629,0,200,32,1,32,32
98129,20606671,2,15200,64,1,64,64
98130,20606829,0,60,128,1,128,128
98131,20606829,0,122,32,1,32,32
98132,20606950,0,119,128,1,128,128
98133,20606950,0,179,32,1,32,32
98135,20607128,0,241,32,1,32,32
98136,20607188,0,62,128,1,128,128
98138,20607669,3,74,64,1,64,64
98139,20607759,1,47,32,1,32,32
98141,20607837,2,13911,64,1,64,64
98142,20607943,1,1513,32,1,32,32
98144,20608565,41029,2526,128,1,128,128
98147,20609611,2,302,64,1,64,64
98149,20609811,2,1080,32,1,32,32
98150,20609923,2,50,32,1,32,32
98151,20610090,3,233,32,1,32,32
98152,20610343,3,356,64,1,64,64
98155,20611176,5,44,32,1,32,32
98157,20611381,4,105,32,1,32,32
98159,20611912,1,308,32,1,32,32
98160,20612164,36,775,256,1,256,256
98162,20612299,2,52,64,1,64,64
98163,20612376,3,14659,64,1,64,64
98164,20612552,2,3984,32,1,32,32
98165,20612558,1,284,32,1,32,32
98167,20612911,60,8353,32,1,32,32
98168,20612968,15186,666,512,1,512,512
98171,20613761,23062,12869,512,1,512,512
98174,20614193,2,22696,256,1,256,256
98177,20615037,0,213,32,1,32,32
98178,20615083,0,89,64,1,64,64
98179,20615249,0,119,64,1,64,64
98180,20615249,0,180,32,1,32,32
98182,20615429,0,226,32,1,32,32
98183,20615487,0,105,64,1,64,64
98184,20615655,0,176,32,1,32,32
98185,20615655,0,176,64,1,64,64
98187,20615893,0,118,64,1,64,64
98188,20615893,0,178,32,1,32,32
98189,20616071,0,122,64,1,64,64
98190,20616071,0,215,32,1,32,32
98191,20616286,0,118,64,1,64,64
98192,20616286,0,178,32,1,32,32
98194,20616463,0,136,64,1,64,64
98195,20616463,0,195,32,1,32,32
98196,20616657,0,120,64,1,64,64
98197,20616658,0,179,32,1,32,32
98198,20616837,0,197,32,1,32,32
98200,20616899,0,75,64,1,64,64
98201,20617034,0,183,32,1,32,32
98202,20617034,0,184,64,1,64,64
98203,20617274,0,121,64,1,64,64
98204,20617274,0,182,32,1,32,32
98206,20617455,0,120,64,1,64,64
98207,20617455,0,163,32,1,32,32
98208,20617616,68,10574,32,1,32,32
98209,20617618,0,196,32,1,32,32
98210,20617622,0,132,64,1,64,64
98211,20617754,0,60,32,1,32,32
98212,20617814,0,179,32,1,32,32
98213,20617874,0,119,64,1,64,64
