id,S_ime,W_time,R_time,Processors,type,Max_resource,Min_resource
98215,20618054,0,121,64,1,64,64
98216,20618054,0,180,32,1,32,32
98217,20618234,0,119,64,1,64,64
98218,20618234,0,181,32,1,32,32
98219,20618414,0,121,64,1,64,64
98220,20618414,0,179,32,1,32,32
98222,20618593,0,241,32,1,32,32
98223,20618654,0,121,64,1,64,64
98224,20618834,0,121,64,1,64,64
98225,20618834,0,155,32,1,32,32
98227,20618986,157,8993,64,1,64,64
98228,20618989,0,154,64,1,64,64
98229,20618989,0,201,32,1,32,32
98230,20619189,0,179,64,1,64,64
98231,20619189,0,241,32,1,32,32
98232,20619429,0,118,64,1,64,64
98233,20619429,0,179,32,1,32,32
98235,20619608,0,180,64,1,64,64
98236,20619608,0,239,32,1,32,32
98237,20619847,0,122,64,1,64,64
98238,20619847,0,183,32,1,32,32
98240,20620029,0,182,32,1,32,32
98241,20620029,0,183,64,1,64,64
98242,20620211,0,237,32,1,32,32
98243,20620268,0,120,64,1,64,64
98244,20620448,0,120,64,1,64,64
98245,20620448,0,182,32,1,32,32
98247,20620629,0,119,64,1,64,64
98248,20620629,0,151,32,1,32,32
98249,20620841,0,61,64,1,64,64
98250,20620841,0,122,32,1,32,32
98251,20620963,0,108,64,1,64,64
98252,20620963,0,168,32,1,32,32
98254,20621131,0,132,32,1,32,32
98255,20621131,0,132,64,1,64,64
98256,20621298,27,8568,32,1,32,32
98257,20621299,0,160,64,1,64,64
98258,20621299,0,220,32,1,32,32
98260,20621399,7423,503,512,1,512,512
98261,20621519,0,120,64,1,64,64
98262,20621519,0,181,32,1,32,32
98263,20621700,0,110,64,1,64,64
98264,20621700,0,170,32,1,32,32
98265,20621869,0,124,64,1,64,64
98266,20621869,0,183,32,1,32,32
98268,20622052,0,121,64,1,64,64
98269,20622052,0,182,32,1,32,32
98270,20622234,0,178,32,1,32,32
98271,20622293,0,59,64,1,64,64
98273,20622473,0,119,64,1,64,64
98274,20622473,0,179,32,1,32,32
98275,20622652,0,120,64,1,64,64
98276,20622652,0,181,32,1,32,32
98277,20622833,0,120,64,1,64,64
98278,20622833,0,180,32,1,32,32
98280,20623013,0,120,64,1,64,64
98281,20623013,0,179,32,1,32,32
98282,20623192,0,121,64,1,64,64
98283,20623192,0,146,32,1,32,32
98284,20623399,0,120,64,1,64,64
98285,20623399,0,180,32,1,32,32
98287,20623579,0,120,64,1,64,64
98288,20623579,0,182,32,1,32,32
98289,20623760,0,119,64,1,64,64
98290,20623760,0,179,32,1,32,32
98291,20623939,0,121,64,1,64,64
98292,20623939,0,179,32,1,32,32
98294,20624118,0,121,64,1,64,64
98295,20624118,0,180,32,1,32,32
98296,20624298,0,181,32,1,32,32
98297,20624359,0,119,64,1,64,64
98298,20624478,0,221,32,1,32,32
98299,20624538,0,63,64,1,64,64
98301,20624698,0,118,64,1,64,64
98302,20624698,0,178,32,1,32,32
98303,20624876,0,121,64,1,64,64
98304,20624876,0,180,32,1,32,32
98305,20625056,0,120,64,1,64,64
98306,20625056,0,181,32,1,32,32
98308,20625237,0,120,64,1,64,64
98309,20625237,0,180,32,1,32,32
98310,20625416,0,120,64,1,64,64
98311,20625416,0,182,32,1,32,32
98312,20625598,0,118,64,1,64,64
98313,20625598,0,178,32,1,32,32
98315,20625776,0,123,64,1,64,64
98316,20625776,0,181,32,1,32,32
98317,20625957,0,120,64,1,64,64
98318,20625957,0,180,32,1,32,32
98320,20626137,0,119,64,1,64,64
98321,20626137,0,180,32,1,32,32
98322,20626317,0,119,64,1,64,64
98323,20626317,0,182,32,1,32,32
98324,20626498,0,118,64,1,64,64
98325,20626499,0,178,32,1,32,32
98327,20626676,0,122,64,1,64,64
98328,20626676,0,182,32,1,32,32
98329,20626857,0,120,64,1,64,64
98330,20626857,0,180,32,1,32,32
98331,20627036,0,123,64,1,64,64
98332,20627036,0,183,32,1,32,32
98334,20627219,0,120,64,1,64,64
98335,20627219,0,181,32,1,32,32
98336,20627400,0,119,64,1,64,64
98337,20627400,0,178,32,1,32,32
98338,20627578,0,122,64,1,64,64
98339,20627578,0,181,32,1,32,32
98341,20627759,0,120,64,1,64,64
98342,20627759,0,179,32,1,32,32
98343,20627938,0,120,64,1,64,64
98344,20627938,0,180,32,1,32,32
98345,20628118,0,139,32,1,32,32
98346,20628118,0,140,64,1,64,64
98348,20628193,66,10804,32,1,32,32
98349,20628268,0,180,32,1,32,32
98350,20628330,0,59,32,1,32,32
98351,20628330,0,59,64,1,64,64
98352,20628448,0,182,32,1,32,32
98353,20628509,0,60,64,1,64,64
98354,20628630,0,118,64,1,64,64
98355,20628630,0,178,32,1,32,32
98357,20628808,0,144,64,1,64,64
98358,20628808,0,204,32,1,32,32
98359,20629011,0,119,64,1,64,64
98360,20629011,0,180,32,1,32,32
98361,20629190,0,135,64,1,64,64
98362,20629190,0,195,32,1,32,32
98364,20629385,0,119,64,1,64,64
98365,20629385,0,181,32,1,32,32
98366,20629565,0,119,32,1,32,32
98367,20629565,0,120,64,1,64,64
98368,20629744,0,60,64,1,64,64
98369,20629744,0,148,32,1,32,32
98371,20629827,67,8675,32,1,32,32
98372,20629892,0,132,64,1,64,64
98373,20629892,0,192,32,1,32,32
98374,20630084,0,121,64,1,64,64
98375,20630084,0,179,32,1,32,32
98377,20630263,0,120,64,1,64,64
98378,20630263,0,181,32,1,32,32
98379,20630444,0,119,64,1,64,64
98380,20630444,0,180,32,1,32,32
98381,20630623,0,121,64,1,64,64
98382,20630624,0,195,32,1,32,32
98384,20630819,0,119,64,1,64,64
98385,20630819,0,180,32,1,32,32
98386,20630998,0,240,32,1,32,32
98387,20631058,0,120,64,1,64,64
98388,20631238,0,121,64,1,64,64
98389,20631238,0,182,32,1,32,32
98391,20631419,0,120,64,1,64,64
98392,20631419,0,180,32,1,32,32
98393,20631599,0,121,64,1,64,64
98394,20631599,0,180,32,1,32,32
98395,20631779,0,119,64,1,64,64
98396,20631779,0,179,32,1,32,32
98398,20631958,0,181,32,1,32,32
98399,20632020,0,119,64,1,64,64
98400,20632199,0,121,64,1,64,64
98401,20632199,0,180,32,1,32,32
98403,20632378,0,121,64,1,64,64
98404,20632379,0,179,32,1,32,32
98405,20632558,0,120,64,1,64,64
98406,20632558,0,181,32,1,32,32
98407,20632739,0,120,64,1,64,64
98408,20632739,0,181,32,1,32,32
98410,20632920,0,118,64,1,64,64
98411,20632920,0,179,32,1,32,32
98412,20633099,0,121,64,1,64,64
98413,20633099,0,179,32,1,32,32
98414,20633278,0,121,64,1,64,64
98415,20633278,0,182,32,1,32,32
98417,20633460,0,181,32,1,32,32
98418,20633521,0,119,64,1,64,64
98419,20633640,0,180,32,1,32,32
98420,20633699,0,61,64,1,64,64
98421,20633879,0,120,64,1,64,64
98422,20633879,0,180,32,1,32,32
98424,20634059,0,120,64,1,64,64
98425,20634059,0,180,32,1,32,32
98426,20634239,0,120,64,1,64,64
98427,20634239,0,181,32,1,32,32
98428,20634420,0,119,64,1,64,64
98429,20634420,0,181,32,1,32,32
98431,20634600,0,121,64,1,64,64
98432,20634600,0,180,32,1,32,32
98433,20634780,0,119,64,1,64,64
98434,20634780,0,180,32,1,32,32
98435,20634960,0,120,64,1,64,64
98436,20634960,0,180,32,1,32,32
98438,20635140,0,119,64,1,64,64
98439,20635140,0,181,32,1,32,32
98440,20635321,0,119,64,1,64,64
98441,20635321,0,179,32,1,32,32
98442,20635499,0,121,64,1,64,64
98443,20635499,0,180,32,1,32,32
98445,20635679,0,120,64,1,64,64
98446,20635679,0,181,32,1,32,32
98447,20635859,0,121,64,1,64,64
98448,20635860,0,180,32,1,32,32
98450,20636100,0,121,64,1,64,64
98451,20636100,0,180,32,1,32,32
98452,20636279,0,121,64,1,64,64
98453,20636280,0,180,32,1,32,32
98454,20636459,0,62,64,1,64,64
98455,20636460,0,120,32,1,32,32
98457,20636639,0,120,64,1,64,64
98458,20636639,0,181,32,1,32,32
98459,20636820,0,127,64,1,64,64
98460,20636820,0,187,32,1,32,32
98461,20637007,0,122,64,1,64,64
98462,20637007,0,181,32,1,32,32
98464,20637187,0,121,64,1,64,64
98465,20637188,0,180,32,1,32,32
98466,20637368,0,119,64,1,64,64
98467,20637368,0,180,32,1,32,32
98468,20637548,0,120,64,1,64,64
98469,20637548,0,181,32,1,32,32
98471,20637729,0,118,64,1,64,64
98472,20637729,0,179,32,1,32,32
98473,20637908,0,120,64,1,64,64
98474,20637908,0,179,32,1,32,32
98475,20638087,0,121,64,1,64,64
98476,20638087,0,180,32,1,32,32
98478,20638267,0,120,32,1,32,32
98479,20638267,0,121,64,1,64,64
98480,20638447,0,59,64,1,64,64
98481,20638447,0,122,32,1,32,32
98482,20638505,66,8837,32,1,32,32
98483,20638568,0,132,64,1,64,64
98484,20638568,0,192,32,1,32,32
98486,20638760,0,120,32,1,32,32
98487,20638760,0,121,64,1,64,64
98488,20638942,0,61,64,1,64,64
98489,20638942,0,121,32,1,32,32
98490,20638999,146478,16520,32,1,32,32
98492,20639063,0,181,32,1,32,32
98493,20639122,0,121,64,1,64,64
98494,20639302,0,121,64,1,64,64
98495,20639302,0,180,32,1,32,32
98496,20639482,0,121,64,1,64,64
98497,20639482,0,181,32,1,32,32
98499,20639663,0,120,64,1,64,64
98500,20639663,0,181,32,1,32,32
98501,20639843,0,120,64,1,64,64
98502,20639843,0,180,32,1,32,32
98503,20640023,0,121,64,1,64,64
98504,20640023,0,180,32,1,32,32
98506,20640203,0,119,64,1,64,64
98507,20640203,0,180,32,1,32,32
98508,20640382,0,121,64,1,64,64
98509,20640383,0,180,32,1,32,32
98510,20640562,0,120,64,1,64,64
98511,20640563,0,181,32,1,32,32
98513,20640744,0,118,64,1,64,64
98514,20640744,0,179,32,1,32,32
98515,20640923,0,121,64,1,64,64
98516,20640923,0,180,32,1,32,32
98517,20641103,0,119,64,1,64,64
98518,20641103,0,180,32,1,32,32
98520,20641283,0,120,64,1,64,64
98521,20641283,0,179,32,1,32,32
98522,20641462,0,120,64,1,64,64
98523,20641462,0,181,32,1,32,32
98524,20641643,0,120,64,1,64,64
98525,20641643,0,180,32,1,32,32
98527,20641823,0,121,64,1,64,64
98528,20641823,0,180,32,1,32,32
98529,20642003,0,120,64,1,64,64
98530,20642003,0,180,32,1,32,32
98531,20642183,0,119,64,1,64,64
98532,20642183,0,180,32,1,32,32
98534,20642362,0,182,32,1,32,32
98535,20642422,0,60,64,1,64,64
98536,20642544,0,179,32,1,32,32
98537,20642602,0,120,64,1,64,64
98539,20642783,0,120,32,1,32,32
98540,20642783,0,121,64,1,64,64
98541,20642903,0,180,32,1,32,32
98542,20643000,0,83,64,1,64,64
98543,20643143,0,120,64,1,64,64
98544,20643144,0,179,32,1,32,32
98546,20643322,0,122,64,1,64,64
98547,20643322,0,181,32,1,32,32
98548,20643502,0,120,64,1,64,64
98549,20643502,0,180,32,1,32,32
98550,20643682,0,122,64,1,64,64
98551,20643682,0,181,32,1,32,32
98553,20643862,0,121,64,1,64,64
98554,20643863,0,181,32,1,32,32
98555,20644043,0,119,64,1,64,64
98556,20644043,0,179,32,1,32,32
98557,20644222,0,122,64,1,64,64
98558,20644222,0,180,32,1,32,32
98560,20644402,0,120,64,1,64,64
98561,20644402,0,181,32,1,32,32
98562,20644583,0,119,64,1,64,64
98563,20644583,0,179,32,1,32,32
98564,20644762,0,120,64,1,64,64
98565,20644762,0,181,32,1,32,32
98567,20644943,0,119,64,1,64,64
98568,20644943,0,179,32,1,32,32
98569,20645122,0,121,64,1,64,64
98570,20645122,0,181,32,1,32,32
98571,20645303,0,119,64,1,64,64
98572,20645303,0,179,32,1,32,32
98574,20645482,0,120,64,1,64,64
98575,20645482,0,181,32,1,32,32
98576,20645662,0,121,64,1,64,64
98577,20645662,0,182,32,1,32,32
98578,20645844,0,118,64,1,64,64
98579,20645844,0,179,32,1,32,32
98581,20646022,0,91,64,1,64,64
98582,20646022,0,151,32,1,32,32
98583,20646173,0,239,32,1,32,32
98584,20646233,0,119,64,1,64,64
98586,20646412,0,121,64,1,64,64
98587,20646412,0,181,32,1,32,32
98588,20646593,0,120,64,1,64,64
98589,20646593,0,181,32,1,32,32
98590,20646774,0,119,64,1,64,64
98591,20646774,0,178,32,1,32,32
98593,20646952,0,121,64,1,64,64
98594,20646952,0,181,32,1,32,32
98595,20647133,0,119,64,1,64,64
98596,20647133,0,180,32,1,32,32
98597,20647312,0,96,64,1,64,64
98598,20647313,0,154,32,1,32,32
98599,20647339,2,6173,32,1,32,32
98601,20647467,0,120,64,1,64,64
98602,20647467,0,180,32,1,32,32
98603,20647647,0,121,64,1,64,64
98604,20647647,0,180,32,1,32,32
98605,20647827,0,120,64,1,64,64
98606,20647827,0,204,32,1,32,32
98608,20648030,0,89,64,1,64,64
98609,20648030,0,150,32,1,32,32
98610,20648047,2,899,32,1,32,32
98611,20648179,0,182,64,1,64,64
98612,20648179,0,241,32,1,32,32
98613,20648419,0,120,64,1,64,64
98614,20648419,0,241,32,1,32,32
98616,20648660,0,119,64,1,64,64
98617,20648660,0,258,32,1,32,32
98618,20648918,0,91,64,1,64,64
98619,20648918,0,150,32,1,32,32
98620,20649067,0,181,32,1,32,32
98621,20649127,0,121,64,1,64,64
98623,20649248,0,179,32,1,32,32
98624,20649309,0,118,64,1,64,64
98625,20649488,0,105,64,1,64,64
98626,20649488,0,133,32,1,32,32
98627,20649532,90,120,128,1,128,128
98628,20649620,0,120,64,1,64,64
98629,20649620,0,197,32,1,32,32
98631,20649745,1,71,64,1,64,64
98632,20649816,0,133,64,1,64,64
98633,20649816,0,206,32,1,32,32
98634,20649818,1,69,32,1,32,32
98635,20649890,1,58,32,1,32,32
98636,20649950,2,1005,128,1,128,128
98637,20650021,0,121,64,1,64,64
98638,20650021,0,181,32,1,32,32
98639,20650201,0,120,64,1,64,64
98640,20650202,0,179,32,1,32,32
98642,20650381,0,122,64,1,64,64
98643,20650381,0,182,32,1,32,32
98644,20650563,0,58,64,1,64,64
98645,20650563,0,118,32,1,32,32
98646,20650681,0,60,64,1,64,64
98647,20650681,0,120,32,1,32,32
98648,20650801,0,61,64,1,64,64
98649,20650801,0,121,32,1,32,32
98650,20650921,0,36,64,1,64,64
98651,20650922,0,95,32,1,32,32
98652,20651016,0,61,64,1,64,64
98653,20651017,0,120,32,1,32,32
98654,20651136,0,61,64,1,64,64
98655,20651137,0,120,32,1,32,32
98656,20651257,0,60,64,1,64,64
98657,20651257,0,120,32,1,32,32
98658,20651377,0,60,64,1,64,64
98659,20651377,0,86,32,1,32,32
98660,20651462,0,74,64,1,64,64
98661,20651463,0,101,32,1,32,32
98662,20651501,3,32,128,1,128,128
98663,20651619,1,28,64,1,64,64
98664,20652055,1,2174,128,1,128,128
98665,20652433,62958,16434,512,1,512,512
98666,20652828,1,1646,64,1,64,64
98667,20653283,4,3958,32,1,32,32
98668,20653447,3,3721,32,1,32,32
98669,20653892,2,472,32,1,32,32
98670,20654165,1,200,128,1,128,128
98671,20654857,2,21,32,1,32,32
98672,20654868,1,934,64,1,64,64
98673,20654982,2,351,32,1,32,32
98674,20655139,2,79,32,1,32,32
98675,20655273,2,888,32,1,32,32
98676,20655355,3,592,64,1,64,64
98677,20655366,2,2607,128,1,128,128
98678,20655437,0,79,256,1,256,256
98679,20655516,0,60,512,1,512,512
98680,20655664,0,48,32,1,32,32
98681,20655711,3,11428,256,1,256,256
98682,20655807,2,11,32,1,32,32
98683,20656269,4,412,32,1,32,32
98684,20656337,69,8931,32,1,32,32
98685,20656409,1,5591,128,1,128,128
98686,20656504,0,121,32,1,32,32
98687,20656732,2,3862,64,1,64,64
98688,20656774,2,10708,512,1,512,512
98689,20656873,0,153,512,1,512,512
98690,20656874,0,96,32,1,32,32
98691,20657081,24,3619,32,1,32,32
98692,20657282,1,1173,64,1,64,64
98693,20657949,27,4007,128,1,128,128
98694,20658100,2,479,32,1,32,32
98695,20658529,3455,2139,128,1,128,128
98696,20658684,3,154,32,1,32,32
98697,20658766,3222,4475,128,1,128,128
98698,20658796,2,3189,32,1,32,32
98699,20658884,4,4613,32,1,32,32
98700,20659074,2,79,32,1,32,32
98701,20659190,4,87,64,1,64,64
98702,20659493,5,205,32,1,32,32
98703,20660015,36,673,32,1,32,32
98704,20660673,2,12,32,1,32,32
98705,20660705,2,5810,32,1,32,32
98706,20660794,1,9,32,1,32,32
98707,20661042,2,57,32,1,32,32
98708,20661804,6,5522,64,1,64,64
98709,20661851,2,57,32,1,32,32
98710,20661870,2,9,32,1,32,32
98711,20661922,197,437,128,1,128,128
98712,20662122,1,213,32,1,32,32
98713,20662415,2,16,32,1,32,32
98714,20662605,2,591,32,1,32,32
98715,20663035,1089,3295,128,1,128,128
98716,20663305,2,67,32,1,32,32
98717,20663500,0,172,32,1,32,32
98718,20663500,0,226,32,1,32,32
98719,20663584,2,86,32,1,32,32
98720,20664009,1,74,32,1,32,32
98721,20664080,0,114,32,1,32,32
98722,20664082,0,112,32,1,32,32
98723,20664227,11,140,32,1,32,32
98724,20664234,0,117,32,1,32,32
98725,20664237,0,113,32,1,32,32
98726,20664378,0,136,32,1,32,32
98727,20664406,2,105,64,1,64,64
98728,20664408,0,105,32,1,32,32
98729,20664512,3,6816,64,1,64,64
98730,20664555,0,89,32,1,32,32
98731,20664618,0,25,64,1,64,64
98732,20664706,0,58,128,1,128,128
98733,20664707,0,57,32,1,32,32
98734,20664808,0,59,32,1,32,32
98735,20664808,0,59,64,1,64,64
98736,20665196,6,116,64,1,64,64
98737,20665308,45525,22492,128,1,128,128
98738,20665940,2,17,32,1,32,32
98739,20666408,2,29,32,1,32,32
98740,20666436,1,710,32,1,32,32
98741,20666462,3,4112,32,1,32,32
98742,20666516,28076,16239,128,1,128,128
98743,20666889,2,34,32,1,32,32
98744,20667322,4,7917,64,1,64,64
98745,20667373,1,5358,128,1,128,128
98746,20667688,2,1507,32,1,32,32
98747,20668372,0,61,256,1,256,256
98748,20668451,2,136,32,1,32,32
98749,20668523,0,65,256,1,256,256
98750,20668523,0,66,512,1,512,512
98751,20668641,4,119,32,1,32,32
98752,20668644,0,101,256,1,256,256
98753,20668652,0,60,512,1,512,512
98754,20668763,2,20,32,1,32,32
98755,20668800,1,16,32,1,32,32
98756,20668898,0,52,256,1,256,256
98757,20668917,2,5464,32,1,32,32
98758,20668926,25,844,32,1,32,32
98759,20668927,0,22,32,1,32,32
98760,20669010,0,82,512,1,512,512
98761,20669092,0,162,512,1,512,512
98762,20669371,4,7193,128,1,128,128
98763,20669738,2,3388,512,1,512,512
98764,20669945,0,102,256,1,256,256
98765,20670519,2,4510,128,1,128,128
98766,20670532,2,7870,32,1,32,32
98767,20670878,0,118,32,1,32,32
98768,20671056,0,61,32,1,32,32
98769,20671117,0,35,32,1,32,32
98770,20671152,0,117,32,1,32,32
98771,20671269,0,36,32,1,32,32
98772,20671305,0,53,32,1,32,32
98773,20671324,10,3353,64,1,64,64
98774,20671405,0,59,32,1,32,32
98775,20671464,0,66,32,1,32,32
98776,20671530,0,56,32,1,32,32
98777,20671586,0,108,32,1,32,32
98778,20671693,0,114,32,1,32,32
98779,20671823,0,97,32,1,32,32
98780,20671937,0,113,32,1,32,32
98781,20672050,0,114,32,1,32,32
98782,20672163,0,116,32,1,32,32
98783,20672279,0,112,32,1,32,32
98784,20672407,0,114,32,1,32,32
98785,20672521,0,114,32,1,32,32
98786,20672634,0,132,32,1,32,32
98787,20672705,28,5294,128,1,128,128
98788,20672766,0,95,32,1,32,32
98789,20672877,0,114,32,1,32,32
98790,20672991,0,136,32,1,32,32
98791,20673003,2,76,32,1,32,32
98792,20673019,111,64,512,1,512,512
98793,20673127,0,91,32,1,32,32
98794,20673137,1,330,32,1,32,32
98795,20673217,0,114,32,1,32,32
98796,20673272,1,34,512,1,512,512
98797,20673279,29,1082,512,1,512,512
98798,20673347,0,97,32,1,32,32
98799,20673393,3,659,256,1,256,256
98800,20673461,0,113,32,1,32,32
98801,20673574,0,114,32,1,32,32
98802,20673688,0,114,32,1,32,32
98803,20673707,2,330,32,1,32,32
98804,20673801,0,114,32,1,32,32
98805,20673915,0,114,32,1,32,32
98806,20674039,0,103,32,1,32,32
98807,20674159,0,113,32,1,32,32
98808,20674204,2,292,32,1,32,32
98809,20674210,1,124,32,1,32,32
98810,20674288,0,106,32,1,32,32
98811,20674387,3,131,512,1,512,512
98812,20674417,0,97,32,1,32,32
98813,20674514,0,115,32,1,32,32
98814,20674572,461,440,128,1,128,128
98815,20674634,2,101,512,1,512,512
98816,20674636,0,105,32,1,32,32
98817,20674660,2,358,32,1,32,32
98818,20674681,9,6155,64,1,64,64
98819,20674757,0,114,32,1,32,32
98820,20674861,177,22,32,1,32,32
98821,20674881,0,103,32,1,32,32
98822,20674995,0,102,32,1,32,32
98823,20675113,0,98,32,1,32,32
98824,20675205,2,7260,64,1,64,64
98825,20675243,0,95,32,1,32,32
98826,20675338,0,111,32,1,32,32
98827,20675465,0,97,32,1,32,32
98828,20675579,0,113,32,1,32,32
98829,20675692,0,114,32,1,32,32
98830,20675806,0,113,32,1,32,32
98831,20675919,0,114,32,1,32,32
98832,20676033,0,118,32,1,32,32
98833,20676151,0,70,32,1,32,32
98834,20676238,0,84,32,1,32,32
98835,20676321,0,321,32,1,32,32
98836,20676511,0,57,32,1,32,32
98837,20676641,0,58,32,1,32,32
98838,20676699,0,74,32,1,32,32
98839,20676773,0,1632,32,1,32,32
98840,20678116,2,1075,128,1,128,128
98841,20678144,1,2109,128,1,128,128
98842,20678315,1,7518,512,1,512,512
98843,20678330,3,76,128,1,128,128
98844,20678410,2,70,64,1,64,64
98845,20678483,1,40,32,1,32,32
98846,20678526,2,48,32,1,32,32
98847,20678578,1,153,128,1,128,128
98848,20678963,4,11499,256,1,256,256
98849,20678988,6847,225,512,1,512,512
98850,20679036,100606,33,128,1,128,128
98851,20679554,1,662,32,1,32,32
98852,20679727,1,2288,32,1,32,32
98853,20680057,1,507,128,1,128,128
98854,20680061,2,55,32,1,32,32
98855,20680527,1,246,32,1,32,32
98856,20680626,1,1538,64,1,64,64
98857,20680832,2,1134,128,1,128,128
98858,20680953,4,412,32,1,32,32
98859,20681010,2,12,32,1,32,32
98860,20681042,1,2412,32,1,32,32
98861,20681046,2,5085,32,1,32,32
98862,20681622,3,305,32,1,32,32
98863,20681958,2,4521,64,1,64,64
98864,20682009,2,49,32,1,32,32
98865,20682226,1,576,128,1,128,128
98866,20682421,1,725,32,1,32,32
98867,20682956,2,276,64,1,64,64
98868,20683629,0,87,32,1,32,32
98869,20683646,1,2017,128,1,128,128
98870,20683716,0,60,32,1,32,32
98871,20683776,0,60,32,1,32,32
98872,20683836,0,78,32,1,32,32
98873,20683841,1,2814,128,1,128,128
98874,20683913,0,60,32,1,32,32
98875,20683973,0,31,32,1,32,32
98876,20683991,2,561,32,1,32,32
98877,20683992,0,71,32,1,32,32
98878,20684062,0,60,32,1,32,32
98879,20684122,0,61,32,1,32,32
98880,20684183,0,74,32,1,32,32
98881,20684184,1,120,32,1,32,32
98882,20684256,0,110,32,1,32,32
98883,20684366,0,59,32,1,32,32
98884,20684425,0,60,32,1,32,32
98885,20684485,0,60,32,1,32,32
98886,20684545,0,84,32,1,32,32
98887,20684625,5,173,32,1,32,32
98888,20684629,0,73,32,1,32,32
98889,20684702,0,100,32,1,32,32
98890,20684818,0,122,32,1,32,32
98891,20684940,0,59,32,1,32,32
98892,20684999,0,59,32,1,32,32
98893,20685058,0,60,32,1,32,32
98894,20685164,0,89,32,1,32,32
98895,20685252,0,55,32,1,32,32
98896,20685307,0,61,32,1,32,32
98897,20685368,0,109,32,1,32,32
98898,20685404,2,73,32,1,32,32
98899,20685477,0,82,32,1,32,32
98900,20685558,0,59,32,1,32,32
98901,20685617,0,107,32,1,32,32
98902,20685724,0,61,32,1,32,32
98903,20685785,0,60,32,1,32,32
98904,20685812,3,91,32,1,32,32
98905,20685906,0,59,32,1,32,32
98906,20685965,0,59,32,1,32,32
98907,20686024,0,35,32,1,32,32
98908,20686052,2,79,32,1,32,32
98909,20686079,2,4317,32,1,32,32
98910,20686080,0,113,32,1,32,32
98911,20686193,0,62,32,1,32,32
98912,20686255,0,58,32,1,32,32
98913,20686313,0,64,32,1,32,32
98914,20686377,0,56,32,1,32,32
98915,20686433,0,83,32,1,32,32
98916,20686464,5,61,64,1,64,64
98917,20686510,7,24,32,1,32,32
98918,20686516,0,52,32,1,32,32
98919,20686564,5,1459,32,1,32,32
98920,20686567,0,88,32,1,32,32
98921,20686591,1,3098,128,1,128,128
98922,20686655,0,42,32,1,32,32
98923,20686757,0,61,32,1,32,32
98924,20686818,0,61,32,1,32,32
98925,20686879,0,59,32,1,32,32
98926,20686938,0,59,32,1,32,32
98927,20686997,0,60,32,1,32,32
98928,20687057,0,61,32,1,32,32
