S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource
32608358,1,361,512,73631,1,512,512
32608407,4,43,64,73632,1,64,64
32608465,2,6678,128,73633,1,128,128
32608529,2,164,32,73634,1,32,32
32608716,6,239,512,73635,1,512,512
32608725,2,461,32,73636,1,32,32
32608921,1,916,128,73637,1,128,128
32609148,1,4356,512,73638,1,512,512
32609311,2,164,32,73639,1,32,32
32609543,2,353,32,73640,1,32,32
32609768,26800,9424,256,73641,1,256,256
32610108,2,3650,32,73642,1,32,32
32610129,1,3021,128,73643,1,128,128
32610349,2,157,32,73644,1,32,32
32610529,1,250,32,73645,1,32,32
32610544,2,65,32,73646,1,32,32
32610682,1,11,32,73647,1,32,32
32610977,2,170,32,73648,1,32,32
32611180,1,393,64,73649,1,64,64
32611362,1,538,128,73650,1,128,128
32611959,1,46,32,73651,1,32,32
32611978,1,523,128,73652,1,128,128
32611991,1,10,32,73653,1,32,32
32612557,2,395,64,73654,1,64,64
32612668,1,157,32,73655,1,32,32
32613010,2,10,32,73656,1,32,32
32613390,2,2222,128,73657,1,128,128
32613469,2,172,32,73658,1,32,32
32613524,1,570,512,73659,1,512,512
32614184,1,509,512,73660,1,512,512
32614740,2,140,32,73661,1,32,32
32614760,2,1205,512,73662,1,512,512
32614768,0,65,512,73663,1,512,512
32615261,30732,5790,256,73664,1,256,256
32615350,1,145,32,73665,1,32,32
32615421,1,14,32,73666,1,32,32
32615925,2,52,128,73667,1,128,128
32615982,21172,21186,512,73668,1,512,512
32616153,1,158,32,73669,1,32,32
32616295,42897,5466,128,73670,1,128,128
32616597,2,187,32,73671,1,32,32
32617294,1,17,32,73672,1,32,32
32617302,3,174,32,73673,1,32,32
32618028,2,118,32,73674,1,32,32
32619010,1,262,32,73675,1,32,32
32619964,1,155,32,73676,1,32,32
32621056,38149,7360,128,73677,1,128,128
32621350,1,138,32,73678,1,32,32
32621640,3,130,32,73679,1,32,32
32623115,2,673,32,73680,1,32,32
32627831,2,4452,128,73681,1,128,128
32628222,1,439,32,73682,1,32,32
32629425,2,432,32,73683,1,32,32
32629935,1,415,32,73684,1,32,32
32630691,1,418,32,73685,1,32,32
32631127,1,4053,32,73686,1,32,32
32634837,3,12,128,73687,1,128,128
32637168,71058,21169,512,73688,1,512,512
32645930,5854,945,256,73689,1,256,256
32648188,2,434,32,73690,1,32,32
32649412,2,436,32,73691,1,32,32
32650006,1,4211,32,73692,1,32,32
32655786,1,9337,256,73693,1,256,256
32656782,1,2405,128,73694,1,128,128
32657331,1858,117,128,73695,1,128,128
32659308,1,54,64,73696,1,64,64
32659342,2,4527,64,73697,1,64,64
32659365,1,42,32,73698,1,32,32
32659409,2,42,32,73699,1,32,32
32659454,1,337,128,73700,1,128,128
32659794,1,294,64,73701,1,64,64
32660090,1,268,32,73702,1,32,32
32660360,2,283,32,73703,1,32,32
32661251,2,390,512,73704,1,512,512
32661664,1,5495,512,73705,1,512,512
32662233,2,2113,64,73706,1,64,64
32663047,2,3262,32,73707,1,32,32
32663466,2,3881,128,73708,1,128,128
32664376,1,6342,64,73709,1,64,64
32664595,1,358,128,73710,1,128,128
32665080,45,9470,256,73711,1,256,256
32665134,0,20,256,73712,1,256,256
32665142,3,1105,128,73713,1,128,128
