S_ime,W_time,R_time,Processors,id,type,Max_resource,Min_resource
42371448,0,20,32,89673,1,32,32
42371525,1,54,32,89674,1,32,32
42371574,2,1868,32,89675,1,32,32
42371954,1,1436,128,89676,1,128,128
42372238,6,290,32,89677,1,32,32
42372329,1,6382,128,89678,1,128,128
42372575,2,1005,32,89679,1,32,32
42372864,2,15,128,89680,1,128,128
42373230,1,84,32,89681,1,32,32
42373245,1,2006,32,89682,1,32,32
42373255,2,4807,64,89683,1,64,64
42373261,0,819,64,89684,1,64,64
42373463,2,85,32,89685,1,32,32
42373614,63,9363,256,89686,1,256,256
42373825,8790,817,512,89687,1,512,512
42373856,1,41,32,89688,1,32,32
42373897,0,121,64,89689,1,64,64
42374478,2,6401,128,89690,1,128,128
42374481,2,84,32,89691,1,32,32
42374551,2,9318,32,89692,1,32,32
42374568,1,15,128,89693,1,128,128
42375084,2,8784,32,89694,1,32,32
42375258,1,2070,32,89695,1,32,32
42376460,35074,12329,128,89696,1,128,128
42377008,4,343,32,89697,1,32,32
42377336,2,1915,32,89698,1,32,32
42377999,1,4567,64,89699,1,64,64
42379300,7,2881,32,89700,1,32,32
42380230,2,2223,32,89701,1,32,32
42380815,1,4285,128,89702,1,128,128
42382241,2,1977,32,89703,1,32,32
42382550,1,4991,64,89704,1,64,64
42382979,62,9348,256,89705,1,256,256
42384257,2,3283,32,89706,1,32,32
42384822,1,24171,32,89707,1,32,32
42385037,40930,6128,128,89708,1,128,128
42386991,6,22002,32,89709,1,32,32
42387511,38466,5062,64,89710,1,64,64
42387545,1,5465,32,89711,1,32,32
42387558,0,58,64,89712,1,64,64
42392327,68,9352,256,89713,1,256,256
42393008,1,5513,32,89714,1,32,32
42398529,2,5447,32,89715,1,32,32
42400061,63,11985,64,89716,1,64,64
42400599,158683,13048,128,89717,1,128,128
42401686,62,9264,256,89718,1,256,256
42403990,1,5163,32,89719,1,32,32
42409208,2,1910,32,89720,1,32,32
42410949,64,9335,256,89721,1,256,256
42411160,1,1907,32,89722,1,32,32
42412046,65,12313,64,89723,1,64,64
42413111,1,1920,32,89724,1,32,32
42415062,3,1921,32,89725,1,32,32
42417015,1,1913,32,89726,1,32,32
42418967,1,1933,32,89727,1,32,32
42420287,62,9298,256,89728,1,256,256
42420918,1,1884,32,89729,1,32,32
42422808,3,1882,32,89730,1,32,32
42424130,1858,87,128,89731,1,128,128
42424362,44852,12028,64,89732,1,64,64
42424700,1,1923,32,89733,1,32,32
42425824,2,10,128,89734,1,128,128
42425977,0,78,128,89735,1,128,128
42425999,0,55,64,89736,1,64,64
42426076,1,47,64,89737,1,64,64
42426125,1,45,32,89738,1,32,32
42426172,1,252,128,89739,1,128,128
42426426,2,316,64,89740,1,64,64
42426652,2,2142,32,89741,1,32,32
42426745,1,369,32,89742,1,32,32
42426761,2,352,128,89743,1,128,128
42427406,2,89,128,89744,1,128,128
42428087,1,101,128,89745,1,128,128
42428560,1,189,128,89746,1,128,128
42428846,2,1939,32,89747,1,32,32
42428853,2,189,128,89748,1,128,128
42429227,2,652,128,89749,1,128,128
42429536,2,11816,512,89750,1,512,512
42429645,3,2842,256,89751,1,256,256
42429914,2,343,128,89752,1,128,128
42430182,1,1268,32,89753,1,32,32
42430507,1,531,32,89754,1,32,32
42430647,1,6831,128,89755,1,128,128
42430798,2,1999,32,89756,1,32,32
42431007,1,4696,64,89757,1,64,64
42431039,0,27,64,89758,1,64,64
42431055,1,398,32,89759,1,32,32
42431735,3,500,128,89760,1,128,128
42431886,2,750,32,89761,1,32,32
42432032,64,8283,128,89762,1,128,128
42432205,2,124,32,89763,1,32,32
42432427,64,9252,256,89764,1,256,256
42432506,2,15722,32,89765,1,32,32
42432810,1,1958,32,89766,1,32,32
42433091,2,506,32,89767,1,32,32
42433426,1,11,128,89768,1,128,128
42433681,2,54,32,89769,1,32,32
42433782,4,550,32,89770,1,32,32
42433846,2,11,128,89771,1,128,128
42434548,2,15,128,89772,1,128,128
42434825,1,2030,32,89773,1,32,32
42434842,1,11,128,89774,1,128,128
42434966,1,54,128,89775,1,128,128
42435084,1,71,32,89776,1,32,32
42435496,2,87,32,89777,1,32,32
42435597,9,57,128,89778,1,128,128
42435688,2,5253,64,89779,1,64,64
42435703,4,87,32,89780,1,32,32
42435990,2,15,128,89781,1,128,128
42436358,2,1384,128,89782,1,128,128
42436375,1,657,32,89783,1,32,32
42436757,1,441,128,89784,1,128,128
42436898,3,2397,32,89785,1,32,32
42437513,4,147,32,89786,1,32,32
42437668,2,688,32,89787,1,32,32
42437743,2,2108,128,89788,1,128,128
42438059,1,177,32,89789,1,32,32
42438263,2,188,128,89790,1,128,128
42438372,2,411,32,89791,1,32,32
42439335,1,2125,32,89792,1,32,32
42440081,2,5953,128,89793,1,128,128
42440313,67,7433,128,89794,1,128,128
42440389,0,61,128,89795,1,128,128
42440638,2,568,128,89796,1,128,128
42440862,1,255,64,89797,1,64,64
42441034,5,769,32,89798,1,32,32
42441368,1,1225,512,89799,1,512,512
42441469,2,2490,32,89800,1,32,32
42441742,2,413,128,89801,1,128,128
42441879,1,611,32,89802,1,32,32
42442275,2,4211,64,89803,1,64,64
42442390,1,815,32,89804,1,32,32
42442509,2,694,256,89805,1,256,256
42442523,2,660,128,89806,1,128,128
42442607,3,1256,512,89807,1,512,512
42443086,2,719,32,89808,1,32,32
42443433,2,4544,256,89809,1,256,256
42443965,2,2373,32,89810,1,32,32
42443980,2,157,32,89811,1,32,32
42445239,1,1269,512,89812,1,512,512
42445335,2,628,32,89813,1,32,32
42445346,0,61,32,89814,1,32,32
42446001,1,288,32,89815,1,32,32
42446196,1,446,128,89816,1,128,128
42446341,2,2152,32,89817,1,32,32
42446357,1,540,32,89818,1,32,32
42446550,1,1265,512,89819,1,512,512
42446834,2,191,32,89820,1,32,32
42446871,2,314,128,89821,1,128,128
42447361,2,8657,128,89822,1,128,128
42447490,1,1231,64,89823,1,64,64
42447749,65,8949,128,89824,1,128,128
42447958,22,4306,256,89825,1,256,256
42448268,2,1296,128,89826,1,128,128
42448535,2,1885,32,89827,1,32,32
42448958,1,318,64,89828,1,64,64
42449627,1,1268,512,89829,1,512,512
42450196,1,1527,32,89830,1,32,32
42450204,1,13,128,89831,1,128,128
42450261,1,1363,128,89832,1,128,128
42450371,527,11904,512,89833,1,512,512
42450427,2,1906,32,89834,1,32,32
42451810,2,53,32,89835,1,32,32
42451915,1,1271,128,89836,1,128,128
42452091,1,24,128,89837,1,128,128
42452253,4,144,128,89838,1,128,128
42452265,22,4392,256,89839,1,256,256
42452380,2,1910,32,89840,1,32,32
42452555,3,149,128,89841,1,128,128
42452769,2,1286,128,89842,1,128,128
42453655,1,176,64,89843,1,64,64
42453711,1,3690,32,89844,1,32,32
42453869,2,387,128,89845,1,128,128
42454332,1,1911,32,89846,1,32,32
42454455,2,115,128,89847,1,128,128
42454542,2,105,128,89848,1,128,128
42454648,2,3192,64,89849,1,64,64
42454685,2,401,128,89850,1,128,128
42455269,1,12760,128,89851,1,128,128
42455309,1,220,64,89852,1,64,64
42456256,2,1300,128,89853,1,128,128
42456285,2,1901,32,89854,1,32,32
42456697,1,15360,128,89855,1,128,128
42456763,0,59,128,89856,1,128,128
42457228,1,16558,128,89857,1,128,128
42457243,2,218,64,89858,1,64,64
42457401,31961,10438,128,89859,1,128,128
42457497,2,70,32,89860,1,32,32
42457749,1,320,128,89861,1,128,128
42457815,4,31543,128,89862,1,128,128
42458069,2,113,256,89863,1,256,256
42458239,1,1919,32,89864,1,32,32
42458428,3,448,256,89865,1,256,256
42458461,1,95,64,89866,1,64,64
42458924,2,293,32,89867,1,32,32
42458965,2,255,64,89868,1,64,64
42459152,68,26,256,89869,1,256,256
42459223,24,4399,256,89870,1,256,256
42459340,2,275,32,89871,1,32,32
42459344,1,515,128,89872,1,128,128
42459704,1,4794,64,89873,1,64,64
42459865,1,2397,128,89874,1,128,128
42459929,1,200,64,89875,1,64,64
42460180,2,217,64,89876,1,64,64
42460192,2,1913,32,89877,1,32,32
42460409,2,171,32,89878,1,32,32
42460610,2,80,32,89879,1,32,32
42461589,2,129,32,89880,1,32,32
42462000,2,261,32,89881,1,32,32
42462147,2,2166,32,89882,1,32,32
42463035,2,680,64,89883,1,64,64
42463141,1,23496,512,89884,1,512,512
42463223,7,211,32,89885,1,32,32
42463277,2,367,64,89886,1,64,64
42463361,2,6034,32,89887,1,32,32
42463595,52,337,256,89888,1,256,256
42463881,2,457,64,89889,1,64,64
42464345,2,2053,32,89890,1,32,32
42464583,1,601,64,89891,1,64,64
42464708,2,181,64,89892,1,64,64
42464977,2,67,64,89893,1,64,64
42465240,1,40,64,89894,1,64,64
42465898,2,232,32,89895,1,32,32
42465934,3,217,32,89896,1,32,32
42466420,2,1928,32,89897,1,32,32
42468068,3,3331,256,89898,1,256,256
42468372,4,1909,32,89899,1,32,32
42468661,3,5779,32,89900,1,32,32
42470328,1,3789,32,89901,1,32,32
42471414,1,9444,256,89902,1,256,256
42471995,8865,6652,256,89903,1,256,256
42471997,55092,8294,128,89904,1,128,128
42472898,8345,12097,64,89905,1,64,64
42473621,1,57,32,89906,1,32,32
42473723,1,24,32,89907,1,32,32
42473838,3,1378,32,89908,1,32,32
42474155,4,2427,32,89909,1,32,32
42476594,1,2061,32,89910,1,32,32
42477743,2,2586,32,89911,1,32,32
42478668,2,2194,32,89912,1,32,32
42479411,47688,28,64,89913,1,64,64
42480377,1,1039,32,89914,1,32,32
42480797,6716,9282,256,89915,1,256,256
42480863,2,2006,32,89916,1,32,32
42482876,1,1933,32,89917,1,32,32
42483566,1,130,32,89918,1,32,32
42483923,1,61,32,89919,1,32,32
42484829,2,1973,32,89920,1,32,32
42484929,1,63,32,89921,1,32,32
42485315,2,86,32,89922,1,32,32
42485687,2,10,32,89923,1,32,32
42485731,1,81,32,89924,1,32,32
42486449,1,38,32,89925,1,32,32
42486581,1,55,32,89926,1,32,32
42486842,2,1971,32,89927,1,32,32
42487455,2,242,32,89928,1,32,32
42487967,1,70,32,89929,1,32,32
42488684,2,897,32,89930,1,32,32
42488856,1,3591,32,89931,1,32,32
42489040,2,16581,32,89932,1,32,32
42489373,0,59,128,89933,1,128,128
42489753,2,109,32,89934,1,32,32
42490244,1,107,32,89935,1,32,32
42491709,1,318,32,89936,1,32,32
42492502,1,3720,32,89937,1,32,32
42493085,1,257,32,89938,1,32,32
42493277,64,11978,64,89939,1,64,64
42496271,2,3719,32,89940,1,32,32
42496734,62,9349,256,89941,1,256,256
42500040,1,3695,32,89942,1,32,32
42503748,23354,2164,32,89943,1,32,32
42505257,51854,12328,64,89944,1,64,64
42506084,20996,9374,256,89945,1,256,256
42510531,16583,76,128,89946,1,128,128
42512293,14824,1679,32,89947,1,32,32
42523036,32523,22091,32,89948,1,32,32
42524616,2512,12,32,89949,1,32,32
42526858,280,21,32,89950,1,32,32
42527191,1,41,64,89951,1,64,64
42527234,1,47,32,89952,1,32,32
42527283,2,351,128,89953,1,128,128
42527637,1,225,64,89954,1,64,64
42527672,8783,2729,256,89955,1,256,256
42527864,1,393,32,89956,1,32,32
42528003,1,1341,128,89957,1,128,128
42528226,2,8,32,89958,1,32,32
42528243,6,269,32,89959,1,32,32
42528314,1,11927,512,89960,1,512,512
42528532,2,5,64,89961,1,64,64
42528705,4,629,128,89962,1,128,128
42528720,0,59,128,89963,1,128,128
42528933,1,113,64,89964,1,64,64
42528976,1,69,32,89965,1,32,32
42528999,43332,10447,128,89966,1,128,128
42529032,16,804,64,89967,1,64,64
42529051,2,47,32,89968,1,32,32
42529282,2,1941,32,89969,1,32,32
42529427,2,11262,128,89970,1,128,128
42529629,1,11,64,89971,1,64,64
42529700,1,45,32,89972,1,32,32
42529964,3,389,64,89973,1,64,64
42530434,1,381,64,89974,1,64,64
42530668,4,14,32,89975,1,32,32
42531050,2,511,128,89976,1,128,128
42531180,12,3202,64,89977,1,64,64
42531235,2,1930,32,89978,1,32,32
42531625,2,3301,128,89979,1,128,128
42532599,4,1842,64,89980,1,64,64
42532756,9,829,128,89981,1,128,128
42532967,1,3871,128,89982,1,128,128
42533195,5,1959,32,89983,1,32,32
42533520,1,926,32,89984,1,32,32
42533737,2,47,32,89985,1,32,32
42534211,2,121,32,89986,1,32,32
42534955,1,1741,64,89987,1,64,64
42534972,1,709,128,89988,1,128,128
42535099,2,173,32,89989,1,32,32
42535212,4,2394,32,89990,1,32,32
42535311,9,11754,128,89991,1,128,128
42535611,3,916,128,89992,1,128,128
42535644,4,460,32,89993,1,32,32
42535685,3,875,32,89994,1,32,32
42536201,1,3054,64,89995,1,64,64
42536393,2792,278,256,89996,1,256,256
42536527,4,1363,32,89997,1,32,32
42536823,1,2240,64,89998,1,64,64
42536834,3,277,32,89999,1,32,32
42536841,1,583,128,90000,1,128,128
42537371,4,2853,128,90001,1,128,128
42537657,2,3189,32,90002,1,32,32
42537805,1,277,32,90003,1,32,32
42538149,2,721,32,90004,1,32,32
42538373,4,20364,32,90005,1,32,32
42538566,2,6,32,90006,1,32,32
42538631,2,5,32,90007,1,32,32
42538680,2,6054,32,90008,1,32,32
42539400,64,4734,256,90009,1,256,256
42539577,1,664,32,90010,1,32,32
42539845,3,1813,64,90011,1,64,64
42539860,2,719,128,90012,1,128,128
42540049,2,64,32,90013,1,32,32
42540432,2,1858,128,90014,1,128,128
42540717,2,1271,32,90015,1,32,32
42540896,16,3828,32,90016,1,32,32
42540972,4,11800,128,90017,1,128,128
42541152,1,31,128,90018,1,128,128
42541156,2,1047,64,90019,1,64,64
42541272,2,366,32,90020,1,32,32
42541366,5,173,128,90021,1,128,128
42541405,7,18,32,90022,1,32,32
42541913,1,1842,64,90023,1,64,64
42541922,2,944,128,90024,1,128,128
42541950,2,326,128,90025,1,128,128
42542314,3,1478,128,90026,1,128,128
42542400,14,3842,32,90027,1,32,32
42542460,4,1890,128,90028,1,128,128
42542659,6,570,32,90029,1,32,32
42542850,7,1074,32,90030,1,32,32
42543250,1,727,64,90031,1,64,64
42543358,2,679,32,90032,1,32,32
42543839,2,220,32,90033,1,32,32
42544022,1,712,128,90034,1,128,128
42544123,1,1091,128,90035,1,128,128
42544191,8,3518,256,90036,1,256,256
42544197,13,425,32,90037,1,32,32
42544315,2,34,32,90038,1,32,32
42544580,1,229,128,90039,1,128,128
42544643,2,150,32,90040,1,32,32
42544737,2,2702,32,90041,1,32,32
42544745,2,5086,64,90042,1,64,64
42544757,1,4432,32,90043,1,32,32
42544796,2,280,32,90044,1,32,32
42544970,1,803,64,90045,1,64,64
42545354,4,736,128,90046,1,128,128
42545419,4,2026,32,90047,1,32,32
42545667,6,235,32,90048,1,32,32
42545737,2,365,32,90049,1,32,32
42545862,1,1210,128,90050,1,128,128
42546022,2,432,32,90051,1,32,32
42546097,1,1910,512,90052,1,512,512
42546126,2,9,64,90053,1,64,64
42546194,2,779,64,90054,1,64,64
42546265,2,2033,128,90055,1,128,128
42546446,8,6857,128,90056,1,128,128
42546506,2,25,32,90057,1,32,32
42546533,2,1494,32,90058,1,32,32
42546550,1,857,32,90059,1,32,32
42546870,2,114,32,90060,1,32,32
42546879,2,30,32,90061,1,32,32
42547063,1,4018,64,90062,1,64,64
42547070,1,7607,128,90063,1,128,128
42547101,2,2224,128,90064,1,128,128
42547137,1,16,32,90065,1,32,32
42547380,1,189,32,90066,1,32,32
42547447,1,1014,32,90067,1,32,32
42547751,2,6425,32,90068,1,32,32
42547933,3,233,32,90069,1,32,32
42548038,39,6496,32,90070,1,32,32
42548193,5,177,512,90071,1,512,512
42548228,1,357,32,90072,1,32,32
42549202,2,3697,32,90073,1,32,32
42550900,1,9315,256,90074,1,256,256
42552449,4,4657,64,90075,1,64,64
42552913,2,4412,32,90076,1,32,32
42553110,2,289,32,90077,1,32,32
42553560,24091,10650,32,90078,1,32,32
42554000,2,391,128,90079,1,128,128
42554615,1,4665,128,90080,1,128,128
42554900,1,657,128,90081,1,128,128
42554911,0,60,128,90082,1,128,128
42555616,1,1053,32,90083,1,32,32
42555724,1,19348,512,90084,1,512,512
42556085,586,236,32,90085,1,32,32
42556745,60,223,32,90086,1,32,32
42556942,1,45,32,90087,1,32,32
42556962,41830,1255,64,90088,1,64,64
42557029,2,1065,32,90089,1,32,32
42557040,0,46,32,90090,1,32,32
42557085,41716,5955,64,90091,1,64,64
42557110,41846,217,64,90092,1,64,64
42557347,1,2973,32,90093,1,32,32
42558177,1,895,32,90094,1,32,32
42559236,39576,6005,128,90095,1,128,128
42560155,62,9293,256,90096,1,256,256
42560326,1,2464,32,90097,1,32,32
42560369,2,570,32,90098,1,32,32
42562299,1,647,32,90099,1,32,32
42563151,1,429,32,90100,1,32,32
42563604,3,132,32,90101,1,32,32
42563730,2,401,32,90102,1,32,32
42563965,5475,14745,64,90103,1,64,64
42564731,17024,8302,256,90104,1,256,256
42565752,1,9915,32,90105,1,32,32
42567435,1,428,32,90106,1,32,32
42568101,2,171,32,90107,1,32,32
42569380,14806,12025,64,90108,1,64,64
42569400,49,71,32,90109,1,32,32
42569447,64,2814,256,90110,1,256,256
42570430,1,1015,32,90111,1,32,32
42572263,63,9428,256,90112,1,256,256
42573518,1,385,32,90113,1,32,32
42573928,1,94,32,90114,1,32,32
42577883,2,15,32,90115,1,32,32
42578091,2,215,32,90116,1,32,32
42581691,8366,9264,256,90117,1,256,256
42584113,2,88,32,90118,1,32,32
42584214,1,1198,32,90119,1,32,32
42589995,9327,8315,256,90120,1,256,256
42596148,66436,11948,64,90121,1,64,64
42596930,1892,79,128,90122,1,128,128
42598822,0,70,64,90123,1,64,64
42598832,0,60,128,90124,1,128,128
42598902,1,52,64,90125,1,64,64
42598957,1,34,32,90126,1,32,32
42598993,2,4727,512,90127,1,512,512
42598996,1,479,128,90128,1,128,128
42599260,8378,7647,256,90129,1,256,256
42600257,1,1236,64,90130,1,64,64
42600971,2,2432,32,90131,1,32,32
42602357,1,507,32,90132,1,32,32
42602619,2,1019,32,90133,1,32,32
42602743,1,65,64,90134,1,64,64
42602780,1,6267,128,90135,1,128,128
42602944,1,796,128,90136,1,128,128
42603740,2,2142,512,90137,1,512,512
42604467,1,2977,64,90138,1,64,64
42604479,0,60,64,90139,1,64,64
42604741,2,887,128,90140,1,128,128
42604745,3,7401,64,90141,1,64,64
42604750,2,7800,128,90142,1,128,128
42604816,0,60,64,90143,1,64,64
42605636,2,532,128,90144,1,128,128
42605783,1,4961,32,90145,1,32,32
42606174,2,408,128,90146,1,128,128
42606352,2,1339,32,90147,1,32,32
42606889,4,114,32,90148,1,32,32
42606927,14,142,128,90149,1,128,128
42606943,1,2216,32,90150,1,32,32
42607358,2,147,128,90151,1,128,128
42607612,7674,8192,256,90152,1,256,256
42607636,12,8010,64,90153,1,64,64
42607699,2,139,128,90154,1,128,128
42607823,2,29,32,90155,1,32,32
42607920,2,24,32,90156,1,32,32
42608096,2,304,32,90157,1,32,32
42608202,2,998,32,90158,1,32,32
42608287,2,145,128,90159,1,128,128
42608366,1,396,32,90160,1,32,32
42608789,3,428,128,90161,1,128,128
42609188,36892,18381,128,90162,1,128,128
42609663,1,3310,128,90163,1,128,128
42610059,2,499,128,90164,1,128,128
42610404,3,363,32,90165,1,32,32
42610506,2,874,128,90166,1,128,128
42610827,4,452,32,90167,1,32,32
42611732,2,418,32,90168,1,32,32
42611956,1,3702,32,90169,1,32,32
42612109,3,440,32,90170,1,32,32
42612136,1,5799,64,90171,1,64,64
42612194,1,15,32,90172,1,32,32
42612462,2,6469,128,90173,1,128,128
42612646,2,1480,32,90174,1,32,32
42612702,1,145,32,90175,1,32,32
42612901,3,1226,32,90176,1,32,32
42612992,4,2662,128,90177,1,128,128
42613037,124,457,128,90178,1,128,128
42613933,2,866,128,90179,1,128,128
42615224,8255,9230,256,90180,1,256,256
42615318,2,1140,32,90181,1,32,32
42615499,1,1359,64,90182,1,64,64
42615586,1,7677,128,90183,1,128,128
42615751,1,2514,128,90184,1,128,128
42616488,2,188,32,90185,1,32,32
42617913,2,4872,64,90186,1,64,64
42617935,3,113,128,90187,1,128,128
42618491,1,979,128,90188,1,128,128
42618870,1,7982,128,90189,1,128,128
42619010,2,1289,64,90190,1,64,64
42619438,2,190,32,90191,1,32,32
42619553,13157,6563,256,90192,1,256,256
42620080,2,1153,128,90193,1,128,128
42620326,2,413,32,90194,1,32,32
42620370,2,1709,32,90195,1,32,32
42621450,2,844,128,90196,1,128,128
42622083,2,6629,64,90197,1,64,64
42622123,2,4286,32,90198,1,32,32
42622226,1,3731,32,90199,1,32,32
42622301,1,671,128,90200,1,128,128
42622399,2,2843,64,90201,1,64,64
42622750,1,7710,64,90202,1,64,64
42622878,1,1209,128,90203,1,128,128
42622972,2,872,128,90204,1,128,128
42624657,1,6267,128,90205,1,128,128
42624993,1,317,128,90206,1,128,128
42625827,2,1702,128,90207,1,128,128
42626532,0,60,32,90208,1,32,32
42626713,0,48,32,90209,1,32,32
42626713,0,49,32,90210,1,32,32
42626760,1955,574,64,90211,1,64,64
42626816,1,7256,128,90212,1,128,128
42627015,2,1753,64,90213,1,64,64
42627084,14955,25778,32,90214,1,32,32
42627379,2,2312,32,90215,1,32,32
42627406,1,51,32,90216,1,32,32
42627692,2,33,32,90217,1,32,32
42627949,2,33,32,90218,1,32,32
42627953,3,1013,32,90219,1,32,32
42627998,1,176,512,90220,1,512,512
42628189,2,34,32,90221,1,32,32
42628511,2,35,32,90222,1,32,32
42628724,1,35,32,90223,1,32,32
42628779,1,5001,64,90224,1,64,64
42628945,1,107,512,90225,1,512,512
42628988,2,1842,128,90226,1,128,128
42629080,1,35,32,90227,1,32,32
42629288,3,35,32,90228,1,32,32
42629533,2,35,32,90229,1,32,32
42629690,1,1936,128,90230,1,128,128
42629827,1,48,64,90231,1,64,64
42629905,2,1646,64,90232,1,64,64
42629975,1,5314,64,90233,1,64,64
42630439,3,8762,64,90234,1,64,64
42630461,0,61,64,90235,1,64,64
42630536,1,1610,32,90236,1,32,32
42630803,33660,10850,128,90237,1,128,128
42630854,2,122,64,90238,1,64,64
42630895,1,36,32,90239,1,32,32
42631189,1,8287,128,90240,1,128,128
42631203,4,37,32,90241,1,32,32
42631249,1,145,64,90242,1,64,64
42631449,2,37,32,90243,1,32,32
42631550,1,126,64,90244,1,64,64
42631576,1,35,32,90245,1,32,32
42631611,2,2909,32,90246,1,32,32
42631628,1,760,128,90247,1,128,128
42631800,1,41,32,90248,1,32,32
42632063,4,322,32,90249,1,32,32
42632077,1,69,32,90250,1,32,32
42632299,3,15,32,90251,1,32,32
42632311,2,43,32,90252,1,32,32
42632399,2,369,64,90253,1,64,64
42632472,3,3576,32,90254,1,32,32
42632673,6601,7443,256,90255,1,256,256
42632708,13,73,32,90256,1,32,32
42632872,1,172,64,90257,1,64,64
42632886,2,22,32,90258,1,32,32
42633082,2,792,32,90259,1,32,32
42633098,1,70,32,90260,1,32,32
42633295,1,522,128,90261,1,128,128
42633512,2,442,32,90262,1,32,32
42633737,3,10671,512,90263,1,512,512
42634008,1,7669,128,90264,1,128,128
42634161,2,71,32,90265,1,32,32
42634207,2,499,128,90266,1,128,128
42634452,1,69,32,90267,1,32,32
42634726,4,35,32,90268,1,32,32
42634857,1,159,32,90269,1,32,32
42635170,2,36,32,90270,1,32,32
42635237,9175,224,512,90271,1,512,512
42635265,9372,47,512,90272,1,512,512
42635351,1,701,128,90273,1,128,128
42635355,2,435,32,90274,1,32,32
42635381,4,76,64,90275,1,64,64
42635392,2,66,32,90276,1,32,32
42635449,2,378,32,90277,1,32,32
42635515,1,27068,64,90278,1,64,64
42635804,6,315,32,90279,1,32,32
42635855,1,777,64,90280,1,64,64
42636270,2,30885,32,90281,1,32,32
42636685,3,520,64,90282,1,64,64
42636872,2,643,32,90283,1,32,32
42637208,2,23,128,90284,1,128,128
42637416,1,99,128,90285,1,128,128
42637600,1,2503,128,90286,1,128,128
42639140,1,7788,64,90287,1,64,64
42639262,7456,12,256,90288,1,256,256
42639271,14,39,32,90289,1,32,32
42639535,1,35,32,90290,1,32,32
42639764,2,35,32,90291,1,32,32
42640066,1,36,32,90292,1,32,32
42640415,2,36,32,90293,1,32,32
42640699,2,35,32,90294,1,32,32
42640862,2,273,32,90295,1,32,32
42641614,2,4463,128,90296,1,128,128
42642447,2,1431,32,90297,1,32,32
42642475,3,79,32,90298,1,32,32
42642780,4,67,32,90299,1,32,32
42643284,1,66,32,90300,1,32,32
